business_id,categories,city,full_address,latitude,longitude,name,neighborhoods,open,review_count,stars,state,type
MwIM3O0p8V_y2ttXz0_xGw,"Pediatric Dentists,Health & Medical,Dentists",Gilbert,"3592 S Atherton Blvd
Ste 107
Gilbert, AZ 85297",33.285218,-111.71703,Little Tykes Pediatric Dentistry,,True,5,3.5,AZ,business
JHp5mJvYe6UtM_QsklR-iw,"Pizza,Restaurants",Scottsdale,"7607 E McDowell Road
Suite 101
Scottsdale, AZ 85257",33.4661264,-111.9175425,Peter Piper Pizza,,True,9,3.0,AZ,business
O0ayL4r9AbonKwdgelBL3A,"Active Life,Performing Arts,Arts & Entertainment,Dance Studios,Fitness & Instruction",Tempe,"524 W Broadway Rd
Ste 107
Tempe, AZ 85282",33.4076118,-111.9470154,Plaza de Anaya,,True,5,5.0,AZ,business
sygb2W4NRadVXiWhW8bnFQ,"Mexican,Restaurants",Gila Bend,"616 E Pima Street
Gila Bend, AZ 85337",32.9482948,-112.7113217,Sofia's Mexican Food,,True,10,3.5,AZ,business
ECuS72VSRKpRRFToQiNQxA,"Thrift Stores,Used, Vintage & Consignment,Fashion,Shopping",Phoenix,"4532 N 7th St
#B
Phoenix, AZ 85014",33.503223,-112.065449,Nostalgic Alley,,False,4,5.0,AZ,business
JvJjaTJCyUGu5SDpoJWvZg,"Caterers,Restaurants,Event Planning & Services,Italian",Phoenix,"1930 W Pinnacle Peak Rd
Ste 119
Phoenix, AZ 85027",33.6988429,-112.101312,Meatballz,,False,9,3.0,AZ,business
u9b49Z4JmvbP6KTe26lyoA,"Hair Salons,Beauty & Spas",Phoenix,"4515 E Cactus Rd
Phoenix, AZ 85032",33.5991424,-111.9820732,Cool Cuts 4 Kids,,True,5,4.0,AZ,business
j1Ql05L7wn_8GGLj3jHkWg,,Scottsdale,"4032 N Miller Road
Scottsdale, AZ 85251",33.4939995,-111.9174842,Ford Robert Black Agency,,True,3,5.0,AZ,business
507GX11jtCsVYlzaur05_w,"Chinese,Restaurants",Phoenix,"4730 E Warner Rd
Phoenix, AZ 85044",33.333182,-111.983142,Panda Garden,,True,27,4.0,AZ,business
3ic0B872Tql7dwO4YRTDCw,"Fashion,Shopping,Jewelry,Accessories",Phoenix,"2480 W Happy Valley Rd.
Suite 1215
Phoenix, AZ 85085",33.7129657,-112.1114135,Charming Charlie,,True,15,4.5,AZ,business
0EE3BohGb4lxWRnHLiqNnw,"Active Life,Hiking",Scottsdale,"124th St & Via Linda
Scottsdale, AZ 85255",33.5896225,-111.8134299,Lost Dog Wash Trail,,True,17,4.5,AZ,business
GhC1V0MRGoma3MP0Gn28Fw,Restaurants,Chandler,"3111 W Chandler Blvd Ste 2146
Chandler, AZ 85226",33.305681,-111.897553,Ruby's Diner,,False,3,4.5,AZ,business
pvJuii1d2CTQd9BF3gT_Sg,"Print Media,Mass Media",Tempe,"PO Box 25589
Tempe, AZ 85285",33.3928523,-111.9360171,College Times,,True,3,4.5,AZ,business
-nPwp-pg-pTEO2nqo1h_lg,"Arts & Entertainment,Cinema",Glendale,"7700 W. Arrowhead Tn. Ctr.
1079
Glendale, AZ 85308",33.6424376443,-112.225298882,AMC Arrowhead 14,,True,11,2.5,AZ,business
reMYkuDhLk4raAviOFtvOQ,"Burgers,Restaurants",Phoenix,"13616 N 35th Ave
Ste 1
Phoenix, AZ 85029",33.597474,-112.119087,Lenny's Burger Shop,,True,38,4.0,AZ,business
MG1IbQUurcXn8NQgXGM34Q,"Delis,Restaurants",Mesa,"4410 E University Dr
Mesa, AZ 85205",33.423805,-111.735789,Yee-haws,,True,3,3.5,AZ,business
KqYY2rwD8ymjU9mVJwiuRQ,"Chinese,Restaurants",Phoenix,"9020 N 19th Ave
Phoenix, AZ 85021",33.5682973,-112.0998396,Panda Gourmet,,True,3,3.5,AZ,business
idpRaOujsEvnI-LzDSKa6g,"Shopping,Antiques",Goodyear,"13277 W McDowell Rd
Goodyear, AZ 85395",33.4618027,-112.3447338,Brass Armadillo Antique Mall,,True,5,4.5,AZ,business
vusJ2oza6-jzhzBTeae-OQ,"Auto Repair,Automotive,Oil Change Stations",Mesa,"2344 E Baseline Rd
Mesa, AZ 85204",33.37947,-111.783074,Brake Masters,,True,6,4.0,AZ,business
jvvh4Q00Hq2XyIcfmAAT2A,"Burgers,Restaurants",Scottsdale,"7014-590 E Camelback Rd
Scottsdale, AZ 85251",33.503323,-111.9284569,Five Guys Burger and Fries,,True,52,3.5,AZ,business
BF0XhsT8mEv6gpxru_8Syg,"Food,Grocery",Glendale,"4315 W Bell Road
Glendale, AZ 85308",33.6378053,-112.1528218,Fry's & Fry's Marketplace,,True,3,4.5,AZ,business
RtwOc-n_RkiUuDGaNfCsNw,"Cheesesteaks,Sandwiches,Restaurants",Tempe,"8707 S Priest Dr
Ste 101
Tempe, AZ 85284",33.3351559,-111.9631173,Forefathers Gourmet Cheesesteaks & Fries,,True,106,4.0,AZ,business
xWcTt1L4vQC_QkPfPBVlCw,"Shopping,Home Services,Home & Garden,Lighting Fixtures & Equipment,Furniture Stores,Home Decor",Phoenix,"201 E Camelback Rd
Phoenix, AZ 85012",33.5090487,-112.0709232,Red Modern Furniture,,True,20,3.5,AZ,business
ldsiFlvSxBhuZHZxvzWPYw,"Food,Grocery",Phoenix,"1702 W Camelback Rd
Phoenix, AZ 85015",33.5097112,-112.0962274,Loi Phat Oriental Food Grocery Store,,True,4,4.0,AZ,business
dLBqf9QayF9eSUzz6BvmSQ,"Used, Vintage & Consignment,Fashion,Shopping,Home & Garden,Furniture Stores",Phoenix,"2027 E Camelback Rd
Phoenix, AZ 85016",33.5092825,-112.0372641,My Sister's Attic,,True,6,3.0,AZ,business
LSxO2ko3_5KODWKZLEm8FQ,"Veterinarians,Pets",Mesa,"4331 E Broadway Road
Mesa, AZ 85206",33.4081936,-111.7371543,Tri-City East Veterinary Hospital,,True,5,3.0,AZ,business
Y1eMoHPnhwoOcYsKxGl74g,"Women's Clothing,Fashion,Shopping,Accessories",Phoenix,"3135 E Lincoln Dr
Phoenix, AZ 85016",33.5307752,-112.0148644,Loehmann's Inc,,False,8,4.5,AZ,business
0YCV8260mMgN0PxuzAtO3g,"Fast Food,Sandwiches,Restaurants",Phoenix,"144 N Central Ave
Phoenix, AZ 85004",33.4503008,-112.0740911,Subway,,True,3,2.5,AZ,business
Wc4-mBb_8CTF5KoU8Fariw,"Gyms,Weight Loss Centers,Health & Medical,Trainers,Fitness & Instruction,Active Life",Chandler,"2301 E Yeager Dr
Ste 3
Chandler, AZ 85286",33.2805741,-111.8017218,CrossFit Infernal,,True,3,5.0,AZ,business
p4O4b0oZiV5oDhIDrCrgcg,"Tobacco Shops,Shopping",Cave Creek,"4705 E Carefree Hwy
Ste 116
Cave Creek, AZ 85331",33.7977694,-111.9798909,Churchill's Fine Cigars,,True,3,4.5,AZ,business
rksEr9GshBvBkV4vAQbruQ,"Food,Grocery",Gilbert,"855 W Warner Rd
Gilbert, AZ 85233",33.3340421,-111.8083119,Fry's Food & Drug Stores & Fry's Marketplace,,True,4,3.5,AZ,business
NtizlEdtnJX0tteMdZ-6tw,Restaurants,Phoenix,"4267 W Thunderbird Road
Phoenix, AZ 85053",33.6106566,-112.1505433,Blimpie Subs & Salads,,True,3,3.0,AZ,business
z1CjVXv6M6RbWhZO1lIExA,"Local Services,Discount Store,Shopping,Appliances & Repair,Office Equipment",Scottsdale,"15816 N Greenway Hayden Loop
Ste 100
Scottsdale, AZ 85260",33.629381,-111.913695,Lighting Unlimited,,True,3,3.5,AZ,business
HLQUH1VAw4KbSV-IhxOPEw,"Hotels & Travel,Event Planning & Services,Hotels",Phoenix,"2401 East Camelback Road
Phoenix, AZ 85016",33.508954,-112.0293073,"The Ritz-Carlton, Phoenix",,True,49,4.0,AZ,business
WNy1uzcmm_UHmTyR--o5IA,"Pubs,Bars,Nightlife,British,Restaurants",Tempe,"960 W University Dr
Tempe, AZ 85281",33.422728,-111.951494,Cornish Pasty Company,,True,580,4.5,AZ,business
A0-0oO2I-L4QF9BMi9duuw,"Home Services,Contractors",Phoenix,"Phoenix, AZ 85034",33.4382789,-112.0178286,All Patio Doors & More,,True,5,5.0,AZ,business
woihBX8gAaEDL4nWtao9dg,"Arts & Entertainment,Pizza,Arcades,Restaurants",Glendale,"6773 W Bell Road
Glendale, AZ 85308",33.6380899,-112.2051629,Chuck E Cheese,,True,7,2.0,AZ,business
aK8BF1xuYZVzUgi3qAn3Ug,"Health & Medical,Dentists",Surprise,"15033 W Bell Road
Surprise, AZ 85374",33.6382509,-112.383586,Smiles of Beauty-Surprise,,True,4,2.0,AZ,business
jl_2Ui3vC81bIwOCCQZI1w,"Videos & Video Game Rental,Books, Mags, Music & Video,Shopping",Tempe,"3141 S McClintock Dr Ste 1
Tempe, AZ 85282",33.394763,-111.908919,Blockbuster Video,,True,4,2.5,AZ,business
ejx-rekLkZ2RkNgSejf0pA,"Banks & Credit Unions,Financial Services,Mortgage Brokers,Home Services,Real Estate",Phoenix,"605 E Bell Road
Phoenix, AZ 85022",33.6402102,-112.0663313,Bank of America,,True,4,2.5,AZ,business
aX2Js7hZBhBAzc8LeRs55w,"Tires,Automotive",Glendale,"6195 W Bell Road
Glendale, AZ 85308",33.6384243,-112.1925299,Big O Tire Stores,,True,5,4.0,AZ,business
5Rtgv0oDqmKkIayIrjEjqg,"Sporting Goods,Shopping",Glendale,"7360 W Bell Rd
Glendale, AZ 85308",33.639331,-112.217652,Sports Authority,,True,4,4.0,AZ,business
Xk41spRMMo2C7Nn8YQIL0g,"Banks & Credit Unions,Financial Services",Scottsdale,"3396 N Hayden
Scottsdale, AZ 85251",33.487234,-111.909447,Arizona Federal Credit Union,,True,4,2.5,AZ,business
0BpMvu5B9fY-KEbOuxLtFQ,"Japanese,Restaurants",Phoenix,"2945 E Bell Rd
Ste 102
Phoenix, AZ 85032",33.6399519009,-112.019165148,Kampai,,True,54,3.5,AZ,business
bIOEv4Gc49SiFhYedmN7aA,"Food,Department Stores,Grocery,Fashion,Shopping",Queen Creek,"21398 S Ellsworth Rd
Queen Creek, AZ 85242",33.2548025419,-111.641499397,Target,,True,4,4.0,AZ,business
Q7Yo02l--O9KMWYYNukY0w,,Scottsdale,"8009 E Dillons Way
Scottsdale, AZ 85260",33.6339781,-111.9067544,Dillon Precision Products,,True,4,5.0,AZ,business
jqZKv-7F54guDLalXEjHxg,"Burgers,Restaurants",Scottsdale,"15435 N Scottsdale Rd
Ste 100
Scottsdale, AZ 85260",33.6265775,-111.9254565,Five Guys Burgers and Fries,,True,69,3.5,AZ,business
dzSPa5kkpQIRjMOHvDUF_Q,"Bakeries,Food,Sandwiches,Restaurants",Phoenix,"2370 W Happy Valley Rd
Phoenix, AZ 85085",33.7129653,-112.1117309,Paradise Bakery & Cafe,,True,24,3.5,AZ,business
SJMjlvbGDUGO9Elpkl4kew,"Department Stores,Fashion,Shopping",Scottsdale,"15464 N Frank Lloyd Wright Blvd
Scottsdale, AZ 85260",33.6285117246,-111.88960433,TJ Maxx,,True,5,2.0,AZ,business
oD3K3aT52uNdLaYmGnRV8A,"Active Life,Dog Parks,Parks",Tempe,"1000 N. College Ave.
Tempe, AZ 85281",33.4394844,-111.9308428,Papago Dog Park,,True,8,2.5,AZ,business
rftGOyvbSAMOBTJWGhTLgA,"Hair Salons,Beauty & Spas",Laveen,"5030 W Baseline Rd
Ste 133
Laveen, AZ 85339",33.3776437,-112.1666063,Ellaments Salon & Boutique,,True,8,4.0,AZ,business
kIco4kv-FHT6QqdkDQ2cow,"American (Traditional),Fast Food,Restaurants",Scottsdale,"2870 N Hayden Rd
Scottsdale, AZ 85257",33.4796348,-111.9093213,Sonic Drive-In,,True,13,3.5,AZ,business
YXQzFolTvipDSpTlUTd6Eg,"Shopping,Guns & Ammo",Chandler,"2156 N Alma School Rd
Ste 112
Chandler, AZ 85224",33.337095,-111.85953,Guns Etc,,True,9,2.5,AZ,business
2qbajPD8M7PJlWWaHSRR5Q,"Dive Bars,Bars,American (Traditional),Nightlife,Restaurants",Chandler,"393 W Warner Rd
Chandler, AZ 85225",33.3344463,-111.8463705,Draft House On The Reef,,True,22,3.5,AZ,business
j559p_Yelp12W2W_gTvDaA,"Landmarks & Historical Buildings,Public Services & Government",Phoenix,"1700 W Washington St
Phoenix, AZ 85007",33.447646,-112.0950937,Arizona State Capitol,,True,3,2.5,AZ,business
tieXOBZlj01Hk_CR_sl0pg,"Food,Grocery",Phoenix,"3616 E Ray Rd
Phoenix, AZ 85044",33.316848,-112.005508,Fry's Supermarket,,True,3,3.5,AZ,business
_0Eql3UB3K5-6q4IHNBbWA,"Skin Care,Hair Salons,Hair Removal,Beauty & Spas",Phoenix,"1339 E Chandler Blvd
Phoenix, AZ 85048",33.3052569,-112.0534109,K-Bella Salon & Spa,,True,3,4.0,AZ,business
I98ESrTemwkaVIrN_USx4A,"Doctors,Health & Medical,Family Practice",Phoenix,"1835 W Missouri Ave
Phoenix, AZ 85015",33.516595,-112.098838,Healthy Outlook Family Medicine,,True,10,4.5,AZ,business
1XiG4o4edRcoBcIrP209yg,"Food,Breweries",Phoenix,"334 N 25th Ave
Phoenix, AZ 85009",33.452284,-112.113567,Old World Brewery,,True,15,3.5,AZ,business
AoO0FJyUm01lmIJJTcPWEQ,"Burgers,Restaurants",Mesa,"2753 E Broadway
Ste 104
Mesa, AZ 85204",33.4064076,-111.7716542,Giant Hamburgers,,True,47,4.0,AZ,business
2k1I66IxKL9vJnRQhXWkDQ,"Accountants,Professional Services",Phoenix,"13201 N 35th Ave
Ste 3B
Phoenix, AZ 85029",33.597474,-112.119087,Hacker Accounting,,True,4,5.0,AZ,business
LNUx60j6DQAxJuikUiZNvw,"Food,Coffee & Tea",Scottsdale,"4513 N Scottsdale Rd
Scottsdale, AZ 85251",33.5033716,-111.9256326,The Coffee Bean & Tea Leaf,,False,4,3.5,AZ,business
xKXahNKbBUZtOPWibwq94w,"Food,Wine Bars,Bars,Nightlife,Beer, Wine & Spirits",Scottsdale,"2515 N Scottsdale Rd
Scottsdale, AZ 85250",33.475302,-111.925588,AZ Wine Company,,True,19,4.0,AZ,business
1Nge1ObX93-y1AoXONt34A,"Tires,Automotive,Auto Repair",Tempe,"1445 W Elliot Rd
Tempe, AZ 85284",33.347289,-111.961862,Costco Wholesale,,True,3,5.0,AZ,business
BmElzV6FNKvt2R7rI_gfvQ,"Used, Vintage & Consignment,Fashion,Shopping",Phoenix,"8921 N 7th St
Phoenix, AZ 85020",33.5667554,-112.0652303,Goodwill Industries of AZ,,True,3,3.5,AZ,business
9W5zaqA_fdjTk127fioY0A,"Department Stores,Fashion,Shopping,Home Decor,Home & Garden,Kitchen & Bath",Mesa,"837 N Dobson Rd
Mesa, AZ 85201",33.430264,-111.873996,Bed Bath & Beyond,,True,7,4.0,AZ,business
eK6KGMKqU_4nB9RdayZD7Q,"Mexican,Restaurants",Phoenix,"602 E Lincoln St
Phoenix, AZ 85004",33.4423368,-112.0657857,Tee Pee Tap Room,,True,17,3.0,AZ,business
umdxfhSlk67yGEi8-S-bEg,"Burgers,American (Traditional),Restaurants",Scottsdale,"20831 N Scottsdale Rd
Ste 117
Scottsdale, AZ 85255",33.6765685033,-111.924676895,Cold Beers & Cheeseburgers,,True,70,3.0,AZ,business
aIpqc26pFPyEglBrs0k7EA,"Shopping,Mobile Phones",Phoenix,"2502 E Camelback Road
Phoenix, AZ 85016",33.5102068,-112.0272041,Sprint,,True,4,3.0,AZ,business
mG5WTamjKzje897WkCXiTA,"Cards & Stationery,Arts & Crafts,Flowers & Gifts,Shopping,Event Planning & Services",Phoenix,"4410 N 40th St
Phoenix, AZ 85018",33.5024095,-111.9955012,Paperjoy,,True,11,4.0,AZ,business
k_yGJN2ynaUkzLTEzBWyLA,"Auto Repair,Automotive",Tempe,"1803 E Rio Salado Pkwy
Ste 104
Tempe, AZ 85281",33.428722,-111.907821,EuroTechs,,True,6,5.0,AZ,business
ixxKknYQAGGpCE1LhmFg3A,"Women's Clothing,Men's Clothing,Fashion,Shopping,Shoe Stores",Mesa,"1710 S Alma School Rd
Mesa, AZ 85210",33.383482,-111.857962,Boot Barn,,True,4,5.0,AZ,business
5hGkW5VddU07sI8DPfi-Bw,"Flowers & Gifts,Shopping,Florists",Goodyear,"13220 W Van Buren St Ste 108
Suite 108
Goodyear, AZ 85338",33.4502598,-112.3436915,Desert Oasis Floral,,True,4,2.5,AZ,business
imSAkSzL5X1rUc3Z1ZMYeA,"Flowers & Gifts,Shopping,Florists",Phoenix,"550 W McDowell Rd
Phoenix, AZ 85003",33.4659933,-112.0822105,Community Florist,,True,6,4.5,AZ,business
YowLDN2YEKVJpHv0Loqm5A,"Hot Dogs,Restaurants",Phoenix,"Sky Harbor Airport - Terminal 4
3400 Sky Harbor Blvd
Phoenix, AZ 85034",33.4382789,-112.0178286,Jody Maroni's Sausage Kingdom,,True,18,2.5,AZ,business
l7WFICL6sLarCOHc0YFODQ,"Shopping,Baby Gear & Furniture",Mesa,"1235 S Gilbert Rd
Ste 8
Mesa, AZ 85204",33.392567,-111.787043,Baby Mother & More,,True,4,5.0,AZ,business
HQFscafV3wi5z4yOKdUGRg,"Breakfast & Brunch,Diners,Restaurants",Phoenix,"501 W Thomas Rd
Phoenix, AZ 85013",33.480016,-112.080631,5th Avenue Cafe,,True,58,3.5,AZ,business
JW1M3UOIopAA4C2y0Xt0wQ,"Pets,Pet Stores",Cave Creek,"29455 N Cave Creek Rd
Ste 108
Cave Creek, AZ 85331",33.751685,-111.991308,Bonnie's Barkery,,True,6,4.0,AZ,business
46Pklsv4V2dku7yY5rvhIw,"Health & Medical,Dentists,General Dentistry",Gilbert,"1757 E Baseline Rd
Ste 129
Gilbert, AZ 85233",33.37854,-111.793383,"David T Madder, DMD",,True,11,4.5,AZ,business
-sC66z4SO3tR7nFCjfQwuQ,"Mexican,Restaurants",Phoenix,"401 W Clarendon Ave
Phoenix, AZ 85013",33.49112,-112.079081,Gallo Blanco Cafe,,True,549,4.0,AZ,business
hBodj_f6adUAnEVUb_he_A,"American (Traditional),Restaurants",Phoenix,"6607 S Central Ave
Phoenix, AZ 85042",33.386417,-112.073079,Turk's Fish and Chips,,True,4,2.5,AZ,business
fc7HNDbFpDlDWCGMh-c8lw,"Veterinarians,Pets",Surprise,"13764 W. Bell Road
Surprise, AZ 85374",33.640184,-112.354279,Banfield Pet Hospital,,True,6,2.0,AZ,business
1J1iid_qU__8_CxiS2Zw4Q,"Buffets,Restaurants",Mesa,"1457 W Southern Ave
Mesa, AZ 85202",33.3925142,-111.862526,Souper Salad,,False,5,3.0,AZ,business
Si4xIYKj7cbBou6Vkk0JJg,"Barbers,Beauty & Spas",Phoenix,"2637 W Bethany Home Rd
Phoenix, AZ 85073",33.5239202,-112.1163693,Danny's Barber Shop,,True,4,3.5,AZ,business
OiQd6wkxOFx9k_EmRaJYTA,"Hair Salons,Beauty & Spas",Phoenix,"625 W Deer Valley Rd
Ste 105
Phoenix, AZ 85027",33.6835998,-112.0823333,Au Reve,,True,8,4.5,AZ,business
6ZYt8IChJmH3Ra5IqnlivA,"Sandwiches,Restaurants",Tempe,"1342 W Warner Rd
Tempe, AZ 85281",33.3345479,-111.9619158,Port of Subs,,True,9,2.5,AZ,business
bFm1ZmXPg0CVsc97sej_tQ,"Local Services,Shipping Centers,Printing Services",Phoenix,"4940 E Ray Rd
Phoenix, AZ 85044",33.3212765,-111.9777098,FedEx Office Print & Ship Center,,True,6,3.0,AZ,business
y8a480EiwWikqlR1inkGxg,"Sushi Bars,Restaurants",Tempe,"5136 S Rural Rd
Tempe, AZ 85282",33.3792532,-111.9285013,Sushi Time,,True,28,3.5,AZ,business
JuQncODLNOhfSaa-5okpQQ,"Auto Repair,Automotive,Tires",Phoenix,"2623 E McDowell Rd
Phoenix, AZ 85008",33.465427,-112.024916,Jack's Automotive Service,,True,3,4.5,AZ,business
qgVS6sBe7JNEI8otg0Y3dg,"American (Traditional),Restaurants",Mesa,"1911 W Broadway Rd
Ste 1
Mesa, AZ 85202",33.407138,-111.872612,Ub's Restaurant & Bar,,True,4,3.5,AZ,business
2jCyo55dFgGzYpoIX8TwgA,"Food,Coffee & Tea",Scottsdale,"15029 N Thompson Peak Pkwy
Ste B111
Scottsdale, AZ 85260",33.6226416,-111.8741292,Starbucks Coffee,,True,13,4.0,AZ,business
hyff2JyqQgf85MaJZslHCg,"Tex-Mex,Restaurants",Tempe,"20 W 6th St
Tempe, AZ 85281",33.4245625,-111.9409053,Z'Tejas Southwestern Grill,,True,108,3.5,AZ,business
3g2ofV7mhEoPyfF7vFMObA,"Pubs,Bars,Sports Bars,Nightlife",Scottsdale,"7318 E Stetson Dr
Scottsdale, AZ 85251",33.499735,-111.9235067,Mulligan's,,False,32,3.0,AZ,business
pXE8u5EBP_v1HbPnr0U6xQ,"Pet Services,Veterinarians,Pets",Phoenix,"950 W Hatcher Rd
Phoenix, AZ 85021",33.5712656,-112.0866535,Altered Tails,,True,7,4.0,AZ,business
Sy-hmzSH1OmWpHmAfZtxRA,"Food,Beer, Wine & Spirits,Grocery",Phoenix,"4821 N 20th St
Phoenix, AZ 85016",33.5076745,-112.0388709,Trader Joe's,,True,67,4.5,AZ,business
5BPuQsM1_CwVu7KiqIjyGA,"Building Supplies,Home Services",Chandler,"650 N 54th St
#0476
Chandler, AZ 85226",33.3134804,-111.9703172,The Home Depot,,True,11,3.0,AZ,business
