business_id,checkin_info_0-0,checkin_info_0-1,checkin_info_0-2,checkin_info_0-3,checkin_info_0-4,checkin_info_0-5,checkin_info_0-6,checkin_info_1-0,checkin_info_1-1,checkin_info_1-2,checkin_info_1-3,checkin_info_1-4,checkin_info_1-5,checkin_info_1-6,checkin_info_10-0,checkin_info_10-1,checkin_info_10-2,checkin_info_10-3,checkin_info_10-4,checkin_info_10-5,checkin_info_10-6,checkin_info_11-0,checkin_info_11-1,checkin_info_11-2,checkin_info_11-3,checkin_info_11-4,checkin_info_11-5,checkin_info_11-6,checkin_info_12-0,checkin_info_12-1,checkin_info_12-2,checkin_info_12-3,checkin_info_12-4,checkin_info_12-5,checkin_info_12-6,checkin_info_13-0,checkin_info_13-1,checkin_info_13-2,checkin_info_13-3,checkin_info_13-4,checkin_info_13-5,checkin_info_13-6,checkin_info_14-0,checkin_info_14-1,checkin_info_14-2,checkin_info_14-3,checkin_info_14-4,checkin_info_14-5,checkin_info_14-6,checkin_info_15-0,checkin_info_15-1,checkin_info_15-2,checkin_info_15-3,checkin_info_15-4,checkin_info_15-5,checkin_info_15-6,checkin_info_16-0,checkin_info_16-1,checkin_info_16-2,checkin_info_16-3,checkin_info_16-4,checkin_info_16-5,checkin_info_16-6,checkin_info_17-0,checkin_info_17-1,checkin_info_17-2,checkin_info_17-3,checkin_info_17-4,checkin_info_17-5,checkin_info_17-6,checkin_info_18-0,checkin_info_18-1,checkin_info_18-2,checkin_info_18-3,checkin_info_18-4,checkin_info_18-5,checkin_info_18-6,checkin_info_19-0,checkin_info_19-1,checkin_info_19-2,checkin_info_19-3,checkin_info_19-4,checkin_info_19-5,checkin_info_19-6,checkin_info_2-0,checkin_info_2-1,checkin_info_2-2,checkin_info_2-3,checkin_info_2-4,checkin_info_2-5,checkin_info_2-6,checkin_info_20-0,checkin_info_20-1,checkin_info_20-2,checkin_info_20-3,checkin_info_20-4,checkin_info_20-5,checkin_info_20-6,checkin_info_21-0,checkin_info_21-1,checkin_info_21-2,checkin_info_21-3,checkin_info_21-4,checkin_info_21-5,checkin_info_21-6,checkin_info_22-0,checkin_info_22-1,checkin_info_22-2,checkin_info_22-3,checkin_info_22-4,checkin_info_22-5,checkin_info_22-6,checkin_info_23-0,checkin_info_23-1,checkin_info_23-2,checkin_info_23-3,checkin_info_23-4,checkin_info_23-5,checkin_info_23-6,checkin_info_3-0,checkin_info_3-1,checkin_info_3-2,checkin_info_3-3,checkin_info_3-4,checkin_info_3-5,checkin_info_3-6,checkin_info_4-0,checkin_info_4-1,checkin_info_4-2,checkin_info_4-3,checkin_info_4-4,checkin_info_4-5,checkin_info_4-6,checkin_info_5-0,checkin_info_5-1,checkin_info_5-2,checkin_info_5-3,checkin_info_5-4,checkin_info_5-5,checkin_info_5-6,checkin_info_6-0,checkin_info_6-1,checkin_info_6-2,checkin_info_6-3,checkin_info_6-4,checkin_info_6-5,checkin_info_6-6,checkin_info_7-0,checkin_info_7-1,checkin_info_7-2,checkin_info_7-3,checkin_info_7-4,checkin_info_7-5,checkin_info_7-6,checkin_info_8-0,checkin_info_8-1,checkin_info_8-2,checkin_info_8-3,checkin_info_8-4,checkin_info_8-5,checkin_info_8-6,checkin_info_9-0,checkin_info_9-1,checkin_info_9-2,checkin_info_9-3,checkin_info_9-4,checkin_info_9-5,checkin_info_9-6,type
qNqvJIH4_KENAajUfRZKoA,1.0,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,,2.0,4.0,6.0,2.0,,5.0,9.0,,2.0,3.0,6.0,2.0,2.0,2.0,1.0,1.0,,,1.0,3.0,6.0,1.0,1.0,1.0,,,1.0,2.0,3.0,2.0,2.0,,2.0,1.0,,2.0,1.0,4.0,5.0,2.0,2.0,,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,,2.0,2.0,3.0,3.0,2.0,,,1.0,1.0,2.0,2.0,,,,,,,,,5.0,1.0,,3.0,5.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin
7n3_Dg8SCgoPjKYjcp62QQ,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin
aTUHVjsSH7YLV_wD3i4Lsw,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,1.0,4.0,4.0,2.0,8.0,1.0,3.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin
lEGq4UveDPxikXcpwjtFow,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,4.0,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,1.0,1.0,1.0,,,2.0,,2.0,1.0,,,1.0,4.0,,9.0,7.0,2.0,,1.0,1.0,,16.0,6.0,,,,,,1.0,1.0,,,,2.0,1.0,1.0,4.0,3.0,,,,,1.0,3.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,1.0,1.0,checkin
IK8ID-Dq7LZsPppx4sKLhg,,,,,,,,,,,,,,,2.0,1.0,2.0,3.0,,,,1.0,,3.0,4.0,,,,1.0,1.0,1.0,,2.0,,1.0,,2.0,2.0,1.0,,,,,,,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,2.0,3.0,1.0,3.0,,1.0,5.0,3.0,2.0,2.0,3.0,1.0,1.0,6.0,7.0,5.0,9.0,5.0,2.0,1.0,1.0,4.0,1.0,6.0,,,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,checkin
d-YNxMKL6ZhkiRhfUPxKHg,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,2.0,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,1.0,1.0,,,,,1.0,2.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin
QVDzhx0E3d-J7Lh9FuQtTQ,,,,,,,,,,,,,,,,,1.0,3.0,1.0,,,2.0,2.0,3.0,5.0,4.0,,,1.0,2.0,3.0,1.0,1.0,,1.0,,,2.0,2.0,,1.0,,,,,,1.0,,1.0,,1.0,3.0,,,1.0,1.0,,,,,,2.0,,,,,,1.0,1.0,,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,1.0,1.0,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin
UACSWwOwCFg58ycvb32-RQ,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,1.0,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin
U5-VseaV5NWnuh5AW4acJg,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin
9cmq0_NV08ejfNsSgr2c-Q,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,2.0,,,,1.0,,,,1.0,1.0,1.0,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,1.0,,,1.0,,,,1.0,,,,,,,,1.0,,checkin
l4ymgiD1WnsSrwxWWk7a3Q,,,,,,,,,,,,,,,,,8.0,,1.0,1.0,1.0,,,6.0,,1.0,2.0,,,,2.0,2.0,1.0,1.0,,,,,1.0,,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,4.0,,1.0,,1.0,1.0,,3.0,2.0,1.0,1.0,,,1.0,,1.0,2.0,2.0,1.0,3.0,,1.0,2.0,,checkin
AYPTLvxlCw2euajnglksTA,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,2.0,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,checkin
YEOnspVAXguZEJp0iKLq8w,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,2.0,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,4.0,1.0,,,,,3.0,4.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,checkin
LDJhwZN14AZOJyHjg2lkRw,,,,,,,,,,,,,,,1.0,,,,,2.0,1.0,1.0,1.0,1.0,,3.0,6.0,1.0,,,,,1.0,5.0,1.0,,1.0,1.0,1.0,1.0,4.0,1.0,2.0,,,1.0,3.0,2.0,4.0,,3.0,,1.0,3.0,4.0,1.0,,2.0,,3.0,1.0,,1.0,1.0,3.0,2.0,4.0,4.0,1.0,6.0,,3.0,1.0,2.0,3.0,4.0,2.0,,1.0,1.0,1.0,4.0,3.0,2.0,,,,,1.0,,,1.0,1.0,,1.0,2.0,,2.0,,,1.0,,10.0,5.0,,1.0,,,2.0,3.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,4.0,,,,,,,4.0,1.0,checkin
9uMnQTDD0hi_ivp_te6s4A,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,1.0,1.0,1.0,,2.0,,,1.0,2.0,1.0,,,,1.0,1.0,1.0,2.0,2.0,1.0,,,,,1.0,1.0,,,,1.0,,1.0,1.0,,,,2.0,2.0,2.0,,1.0,,3.0,,2.0,1.0,1.0,,1.0,,,1.0,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,1.0,2.0,checkin
pskMAsS5zxuwQUF--tWIUQ,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin
WTf7fOvesYyhMVGfk3C-pw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin
iqVDfE7XknJ6kDIoepT_xQ,,,,,,,,,,,,,,,1.0,,1.0,2.0,2.0,3.0,5.0,,,1.0,,1.0,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,2.0,,,,2.0,,,,,,,,1.0,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,1.0,3.0,2.0,checkin
nXKwzVKJCtIGd4HxXgjdnQ,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,3.0,1.0,2.0,,,1.0,,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,,1.0,2.0,3.0,,1.0,6.0,3.0,,3.0,1.0,2.0,1.0,3.0,1.0,,,,,,,1.0,,3.0,,4.0,3.0,5.0,4.0,5.0,2.0,4.0,2.0,1.0,6.0,1.0,3.0,2.0,,2.0,1.0,6.0,6.0,1.0,,4.0,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin
AE7TfOrefJCI_qTvUoAezA,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,checkin
8UhKnPs2Jvz7vjzqYCTcWg,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,checkin
gUt-pPUpOVVhaCFC8-E4yQ,1.0,3.0,,,,,4.0,1.0,,,,,,3.0,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,1.0,,,,,,1.0,,,1.0,1.0,,,6.0,3.0,,1.0,7.0,3.0,23.0,6.0,12.0,7.0,17.0,61.0,24.0,56.0,22.0,37.0,17.0,40.0,72.0,50.0,78.0,22.0,34.0,15.0,29.0,38.0,35.0,29.0,22.0,27.0,4.0,11.0,10.0,19.0,29.0,25.0,23.0,,,,,,,,5.0,6.0,6.0,6.0,35.0,27.0,21.0,4.0,3.0,7.0,6.0,27.0,20.0,28.0,,1.0,,12.0,15.0,12.0,15.0,1.0,1.0,,2.0,12.0,21.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,checkin
HcQSVGAcb5c9kgBB49gvZw,,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin
kLAxRU19GwueWSMwXAr0vg,,,,,,1.0,,,,,,,,2.0,,1.0,,3.0,1.0,1.0,2.0,,,,,,3.0,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,2.0,,,,1.0,,,1.0,,,,,1.0,,,,,,1.0,1.0,1.0,,1.0,1.0,,,,1.0,2.0,,2.0,1.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,,,,1.0,,,1.0,,checkin
suivIX2e8mQKGvbMvbcm2Q,1.0,,,,,,,,1.0,,,,2.0,4.0,,2.0,2.0,3.0,,,1.0,3.0,4.0,2.0,1.0,3.0,,,3.0,3.0,,1.0,2.0,1.0,1.0,2.0,,1.0,,1.0,1.0,,,2.0,1.0,1.0,,3.0,,,,,,,2.0,,,,1.0,,,,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,,2.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,,,,,,,2.0,,,3.0,,2.0,,2.0,,4.0,3.0,1.0,2.0,2.0,,,,,,,2.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,2.0,,3.0,3.0,,2.0,2.0,,,checkin
4Pf9DQBcR23A6Lg2pDsrBQ,,,,,,1.0,,,,,,,,,,1.0,,,,4.0,4.0,,1.0,1.0,,2.0,2.0,2.0,3.0,1.0,,,,3.0,1.0,2.0,1.0,1.0,,,8.0,1.0,,1.0,,1.0,,,5.0,2.0,1.0,,,,2.0,4.0,2.0,1.0,,1.0,1.0,7.0,5.0,6.0,1.0,1.0,1.0,5.0,3.0,4.0,1.0,2.0,3.0,2.0,6.0,9.0,3.0,3.0,3.0,1.0,,8.0,7.0,2.0,,,,,,,,1.0,2.0,1.0,1.0,7.0,6.0,3.0,3.0,2.0,,1.0,4.0,6.0,3.0,,,,3.0,2.0,6.0,,,,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,checkin
zV_LBn9F_3jtx0bFgoGvOA,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,2.0,,1.0,,,,,,,,,,,,1.0,,,2.0,1.0,,,,,1.0,1.0,,,2.0,,,2.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,checkin
