average_stars,name,review_count,type,user_id,votes_cool,votes_funny,votes_useful
3.82,Gabe,407,user,CUUpi7gtqx1zojEGJ6Z5ew,890,317,1244
3.51,Jay,379,user,6hvcowqr8NYug9u-Bzw8Jg,527,295,795
5.0,Dustin,1,user,pjfwk6ZnCAcJAsX4V6QhpA,1,1,1
3.88,Dino,8,user,BqmMeZQD03LHJ_vibTOp2g,2,3,6
3.14,Brian,118,user,lodglSjhVGXzRUTDMoyOCg,16,26,35
4.0,Ruby,5,user,vSxaLh9RCl1BJDbIt0hxww,0,2,5
1.5,Gerard,2,user,yBMGCKvNXnb9Gr6VVRTHGw,0,0,4
5.0,Trinidad,3,user,1zKpgs-JZixiWiS8PWdj2w,1,0,0
4.14,Katie,15,user,lzHNLEvRNFN-RQFmczYNBw,11,11,17
4.33,Joe,3,user,HplYk367S1EV6uywIIK5-w,1,0,0
5.0,Bari,3,user,IwDii1N3yCTXsgs4Nm2OEQ,0,0,1
3.55,Dana,11,user,sGL10Y44CVzzKNkLVeHOEQ,1,3,6
3.91,Marisa,193,user,UF4IY9O6EaVo-hS5FqMsiA,135,142,209
2.5,Art,3,user,mmLIP0mFRbDgRjlKvJSAQw,1,1,9
4.25,Nicole,5,user,j9CYALELapJci8kQ61_7Cg,0,0,1
4.31,Melvyn,13,user,Q9YX5k3ICwUYGkMjADSokQ,5,6,6
2.33,FC,3,user,PyOkV3pQ1aw__O4VAWmvcw,1,3,4
3.0,Derek,2,user,F6uG2OxXVNkAhuM24n3ZGg,0,0,2
3.0,John,2,user,Acl3hg7RPM6tj4zkPvdz1Q,0,1,2
3.3,Junk,267,user,dYtkphUrU7S2_bjif6k2uA,268,356,359
4.33,Alan,3,user,jgOtDM_CSVHoWhlf3JxUzQ,0,0,1
3.81,Kai,214,user,rbcbqdr8hV0iv8ISMheE3A,95,94,166
5.0,Rach,5,user,ZAbccZRkyprv9jA5JIqEAw,0,2,0
3.52,Mike,90,user,1NppMyL-2RXQvHUExIjxdA,11,15,52
3.81,D,79,user,cMmQsFyrYBv6hIE6NffqZQ,26,18,89
3.95,Eddie,252,user,eSAmN-5RAu8y1igSvz_yJw,728,444,970
4.13,kelly,23,user,VKOREbYBDBK5oaorb6j6mQ,17,17,24
3.88,Glenn,8,user,LRsJbMmLXcMpZ3Fqcys0vA,0,1,4
3.91,Stephanie,130,user,n4RPA0Cuem4ygQxPIdLBLQ,52,33,117
3.81,Russ,21,user,qQxDnjMexrsfltQV7I1mJw,10,1,24
5.0,Angie,1,user,pYfB2Asdqg5ampdmqEjdzA,0,0,1
5.0,Alex,1,user,-aCl04VaJ4FWzo7y2diKZg,0,0,0
4.75,Debra,4,user,TGQRbUuikgzO2ARVicH1cQ,1,0,5
3.24,Miss Kae,59,user,akmkd_2iLRrbOyPBfYLN0A,118,87,171
3.5,M,7,user,f72UJVOllcjgpZdOi7-gkA,2,3,12
4.0,James,3,user,EJeBInfAGoBiVWqXX2YTQg,1,1,4
1.0,Ania,1,user,rpMb-wEYPevvuaKLIbqrvQ,0,0,1
5.0,Lenin,2,user,iIfuhtK9Pu7tLSNbxxoJfg,1,0,2
1.0,Ryan,1,user,BE27SDgLqJTEjVq2p9yZDg,0,0,3
5.0,Mickey,1,user,RqWIxCYG4a42mUCChgMQvA,0,0,1
3.1,Catherine,32,user,IFKDDiyY-ap8DNaSCIwbZQ,4,7,11
4.75,Nicole,4,user,sowwcc9gasFhwsdMgsMzrg,0,0,1
4.33,Ron,3,user,XYx6ZiTSIpbC3qm_xEm-KA,0,0,0
3.0,Ash,2,user,f_rpabHGZ4SgFZp5_jQ8KA,0,0,0
4.0,Eric,36,user,zKyJDKJwAfWGB4HKXp9snw,25,29,35
1.0,SJ,2,user,owCSYaRJEiV-kk2L2HP00A,0,0,4
4.33,Anthony,16,user,uBAMd01ZtGXaHrRD6THNzg,7,5,17
2.38,T,16,user,JopzNRMvBxIc_M5pZfoK7Q,3,4,8
3.67,Ivy,4,user,IBgAJmUpRFt7oxz0A7l80A,0,0,3
2.8,Justin,12,user,FxEau0b8pC_N7QeZNHZZtw,2,9,9
3.56,Rob,25,user,u74AsCsDA4gSOGHySJTm3w,7,7,31
4.0,Joe,8,user,2QzrMw_uWZuhPFvqie0cmg,7,0,6
3.25,Shelley,4,user,6LDJDgd3bllzpeo1JzJSIw,0,1,1
5.0,A,5,user,z-TD7Mf07w8jdS2xbYp0Dw,7,6,7
5.0,Jordan,5,user,_j70DLAT_Unc8uR_PNkp_Q,5,5,6
5.0,Debbie,1,user,S7Zlol5qxWrRGX21Uqs4_A,0,1,4
1.0,Andrew,1,user,ZpRbqGdmhgiENWtw_XQ4OA,0,0,0
3.5,Tyson,24,user,4expbzCvfg4ZEWh8MOD9Cw,11,20,49
5.0,Krysti,1,user,PXLb9RnpfSPRG4nNa1F05Q,1,1,3
3.5,Sharon,2,user,J0jywlzX6xwjDqPewyv7MA,3,0,5
3.65,Mister,71,user,fM6zztYtf9W5DsXUhy941Q,25,15,67
4.5,Chrystal,3,user,F3kzrZd3R_z60p5mPeAT-Q,2,1,3
4.2,Emily,5,user,Lw2JfTJSlGLJa_qjoeYnbg,0,0,1
3.31,Jeremy,70,user,TSmeNkbRpG_8REsLeTIwnA,41,16,66
1.0,Tiffani,4,user,rxLztfrLaSOhwl5LTqbqzw,1,1,6
3.31,Eric,380,user,GDs9jnBBln3KhU0teNsHDQ,60,103,179
3.87,Arnold,42,user,UlF9QddRCygQrmmXuwIFjg,5,5,14
3.0,Jack,1,user,K-N_hbnmYNt35J35ocjbww,0,0,0
1.0,Mizuagi,1,user,i2srUvYyu0rX8ODt_RKG3w,0,2,1
3.78,Adam,18,user,GN-4LStZtWdAqNjwUUEvNQ,5,6,26
3.0,Russell,2,user,jv9monaBCfX84LIW5gFs2w,1,1,6
3.6,Nicole,6,user,3ouCNuKrN3cw3bBZHXdcyQ,0,0,3
4.27,Nikolas,26,user,SfXcp7C6lzRgYBiNL6zX7w,3,3,25
3.75,Pam,4,user,kfvcQcMouoxlw4bmQebxww,4,1,4
3.65,Sal,238,user,2mQpxWifARjbp7H1rehVrQ,412,196,578
5.0,Dan,1,user,gkLF4m_BlvFRhOuh1OGgyw,0,0,0
5.0,Terry,1,user,7xp8QB-6APuFbiSdEI3-4Q,0,0,0
5.0,Aaron,1,user,YyV13Qb7TL-o1rvn_b1VGA,0,0,1
4.0,John,3,user,Cw_f-K74pUnQs-A16itmEg,0,0,2
3.86,Jennifer,9,user,weBOpmQtMv8Z_L54gPs3hw,0,0,4
5.0,Mychal,1,user,nVs5vkTn-rcbpVbnfl_KWw,1,1,1
3.5,Billy,2,user,Uo74EZEYjOeEfsUpdS3oiw,0,1,3
3.95,Allison,21,user,JiJSN4Ke7om8lkkllKTR5A,2,3,7
3.79,Ron,47,user,AcErO3j0GFTXbdJHbuD2-Q,21,18,48
4.0,Colby,5,user,53AZajKCKZsf-VosN8Dmeg,3,3,7
4.0,AB,5,user,1O7mOUPJCxB6e5pdyCin4g,0,0,2
1.8,Stephanie,7,user,nu6xTWhL3SVrnxPgJOE73Q,0,1,12
4.17,Sarah,6,user,xZJO6cRX6OHabaePvPzsXw,2,0,4
5.0,Tim,2,user,v1ntgoANp9xLxf4u5iJR4Q,0,0,2
4.0,Chris,4,user,bbVdfdqq3_XmWTxrhqPa0Q,2,1,3
3.89,Barbara,88,user,oe614PyMdAayDUfWEaFUUA,23,20,116
3.17,Daphne,18,user,Qo8UkUSL5y-MCw50eIACsQ,1,2,6
3.64,Meridith,439,user,sXWvDlMQspjJ1zzr3cEM7Q,580,210,907
3.62,Joe,14,user,Wg4mxEGEI7Vz8VC0WCI69Q,11,5,28
3.5,Anne,8,user,fJH98Ok6ZlfBmsd0h_HaUQ,3,0,16
4.12,Richard,8,user,hkXeZdoz2uk1ZLORqYQ47w,2,0,3
5.0,Jordana,1,user,tHE3AJdBju9VQ0fzbP72dw,0,0,1
3.75,Chase,28,user,O5dNmqcrCiE7FG7VS3y-Cw,14,8,39
3.85,Grace,26,user,ify3N2NjFX_sjDnslizsvw,0,1,10
5.0,Donald,1,user,oQSK7Poz3Ex95qpsv2EUcg,0,0,1
3.92,Kathy,12,user,SFWaDnvJtHPD0pIru1y8wg,6,9,28
4.6,Kelli,5,user,ThZw3MFhwjxU4bjeFL3Pcg,1,5,3
3.8,Daniel,5,user,ZsjBAQiO5lNa_Tzlr3_FlQ,5,5,6
3.93,Larisa,332,user,oFHxCaz9iIkuilTtqlzxEg,91,43,209
3.33,Jonathan,3,user,bzE1d8iiwkswuyjqC7r11Q,0,0,1
4.0,John,11,user,j0KVSX1QWLgjqVoYLjLqEA,2,1,16
3.67,Jason,4,user,RD2YHSnQCy2iSN_EGo3QdA,4,3,12
3.97,Justus,29,user,nr5-g3HCSidJ9fBoAP39jA,6,6,21
3.71,Jennifer,8,user,9b7HeM91XY9tIFGFVi7Y5A,1,2,4
3.0,Cathy,4,user,AIvZS_tQ7y-ADNji1KM9Bg,1,1,3
1.6,Jennifer,7,user,iSjr5iewkapr08l5SPAi0A,1,4,8
3.93,carrie,30,user,dlcDKOOlGeQ7Cu-6tAiHYg,3,3,11
3.43,lenoxx,15,user,T2u4D_GmKo5KbDiXLRTcyA,5,6,16
3.5,George,3,user,AdNbFzW14o88wNo7dTKz6g,2,2,2
4.85,Joe,13,user,RxX5_RP3hSGpMhGY6y6OiQ,1,3,9
4.0,Staria,2,user,yf8gN_pRFE4c3zs1D72l4g,0,0,0
3.75,Tricia,198,user,bWNjCQyTJttofo3dKtTTPQ,58,35,140
5.0,Richard,1,user,PyhTmEpgkP1CMGJP-bB9DA,0,0,1
3.67,Jeff,1357,user,4CJGQajGdc8JwFneADetcQ,2331,2036,3391
4.15,Simon,14,user,3sfS66tTc2BLmcU959dSsg,0,2,2
4.0,Micah,19,user,p7CS-HdINxXUVxn9Ss09VA,4,2,35
2.75,Amy,4,user,LFLqZT3zTP5nJ0kH_ydVkg,2,0,4
3.94,Tanya,31,user,VbkrQcb615YaVp7bFyt5fQ,43,52,97
4.18,Steven,11,user,JK0mzJWym6AFSrw849bmrQ,6,2,11
4.22,Steve,9,user,ngU1vdwjT2lGOsdTq1JK5A,4,4,11
4.0,Casey,22,user,23zT_daU4O5VcFnajw8MTg,11,1,31
3.88,Jessica,17,user,SgLoVOP_KUVQuDDI3PpkFA,3,9,22
5.0,Kelly,1,user,-d12fQpJ6XhN-hPzxeStCg,0,0,0
4.5,Jennifer,2,user,TbZ9KAHJGtmV73thmvjygQ,0,1,1
5.0,Paula,3,user,83UjWE-VBOoOws1oI4JhfA,0,1,0
3.85,Rachel,13,user,4k3-pyX966dnSMuvuBvLjA,4,1,14
5.0,Pam,2,user,eT1fp_Js2GD5Z-FIt8CC1w,1,0,0
3.67,alex,3,user,nTFnSwqOpyj5d4IifRa8XQ,1,0,8
3.5,Mary,4,user,8Kvmut7tOYkAxa5KPBT3FA,0,0,1
4.75,e.,4,user,vh85A2GSrIovm3W7CG4R0g,4,4,7
2.8,Becky,5,user,4QA8ilDzVnF4j__I6E4T6w,1,1,6
4.75,P,5,user,OIEmHXKytEoQfnOu2Ozmgw,0,0,1
3.5,Anne,16,user,out_4MBKTtOqlXlHOlXwFg,2,2,19
5.0,Terrence,1,user,J-H-q2-4AyFM1ILE4MARAA,0,0,0
5.0,Conrad,6,user,gQm2p1gmBPQ4f1sHxgRlbw,3,0,9
1.0,Nicole,2,user,TGZknBtL5dyiuoThHSKmMg,0,0,2
4.0,Charles,2,user,GIBTgFC8amRa295ozndJIQ,0,1,0
4.5,Patty,2,user,lzutD82kSsk55M7XEId6GA,1,0,3
4.83,Mary,6,user,N56tE_bSNVAgk59avW-TFA,1,0,3
5.0,Madinah,2,user,Qx6Kq92S72-tik94Hfn0UA,3,1,5
1.0,Sue,2,user,zGsGvKgD-5ZtXNzTagjbkQ,0,1,1
3.73,Corey,40,user,vz05hlteS6XvnczIInsnqw,11,7,30
4.0,Catherine,5,user,umHlSGfbPXti-VOinu7fkQ,1,0,7
4.58,Carol,13,user,8McyBeTdW7D4BG87Tv41WQ,3,1,5
5.0,Michelle,2,user,ew-YiTn2fJH0IyjXSltKBQ,0,0,1
2.33,Nanette,4,user,g5hVihQ30Nn-XoswvlvMvQ,0,0,0
4.2,Kimberly,10,user,lw_Lj1XjPjOYrDIkDEcDzg,3,2,3
4.0,Evan,1,user,6dDBJ5G-C5lcuLeUAwwdvQ,0,0,0
4.0,B,3,user,VFcEaZC5ojcgA0RIcukggA,1,2,4
3.92,Alyssa,13,user,cKFd4AkPGpOkEy9zR_7O5w,0,1,4
5.0,Cheryl,1,user,sv6o8BdnMM8UB-KTH6N7kw,0,0,0
4.12,Jill,258,user,O8tNWUq6vPmvq2YTVD8hlA,402,349,776
2.5,Jean,2,user,F98yAgA43QQR0woD80Voaw,0,0,1
5.0,Amy,2,user,chHirosDitN1crv1thxA6w,1,0,1
3.67,Erin,43,user,ShQZSh_0Be48sy-JQOb5dg,4,3,29
3.7,Cassandra,10,user,jd_A8MB3M33Xy9Dd7UJ7_Q,1,4,8
2.33,Jay,3,user,Igu8LjeJunbmmsZycWZuEA,0,0,1
1.75,Charles,4,user,F5ACaWQvyUQ2HH7-YIkdkw,1,3,5
1.0,Mia,1,user,aNtYQW1GoDXlLzEsEmoR3w,0,0,0
3.0,Ovi,1,user,e1a1i8aFuFeSn2dJbKycmw,0,0,0
3.83,Jamy,23,user,sNek-w3xKlwit6q_JpnT7Q,5,4,14
4.5,Alex,5,user,SH9lxmHsiUxQ-2Ic7A0Bcw,0,0,1
2.62,Sandra,10,user,Kc6eyirhmOH8vXBljMXDCg,8,5,17
3.38,Mini,9,user,IWCF21myBYma3Cmb_9Z8LA,0,0,4
3.4,Kayla,5,user,UG4Mj3GJs4PpnFlF6z7g1Q,1,1,6
5.0,Lydia,5,user,_D1zyYMjll4almoGZjBmkA,1,1,5
3.0,Jeri,9,user,oYiskdGb0XYT2NjRb-s_qg,0,0,12
3.45,Law,100,user,vtfOF92rj8kXGRlMPiprWg,65,80,84
3.74,Melanie,43,user,hWM1k9RNkPH9oCcoVS1ftQ,11,6,35
4.4,Frank,6,user,15J3D1xNze1NbO2SoqAQfg,2,1,2
4.0,Peter,10,user,o99g5QZpt_wc4bk1uvEH7w,1,3,16
2.57,Molly,24,user,bgjGWDjAxqIPF7BJBUps2A,14,16,66
4.0,Stu,5,user,iY_jDdD4BrRMSYgn3tCDtQ,4,2,6
4.33,Stef,3,user,nAjxNm5aWD60h6qy2bMacQ,0,0,1
2.8,Julie,15,user,US3AZyMVZJxg_3Tzs4xoEA,3,5,9
3.0,Lilian,2,user,2qHG0PbNhP2GYv5ITnSFRQ,1,0,2
4.2,Luke,5,user,nUGV1dVjO84ZI3nplRbwFQ,4,1,19
1.0,Scottsdale,1,user,R5jIAytpLfAPwsIpsViEsQ,0,0,0
3.75,Thomas,4,user,yTvUoE-kAg6l11mGkdJFJA,3,2,8
2.0,Laurie,3,user,DYs-7UH4lhgjvGe4d8huvA,0,0,2
3.35,Kaity,68,user,7OqeO0eqe805StjppUvUFA,47,35,128
3.63,Tony,173,user,0bf_zvgBrEOnx7TLh8dxOQ,47,12,63
4.0,Matt,2,user,JvVYWmY3xmiu5cpbsGfTaA,0,0,1
2.0,Kalika,2,user,TD5LHxKwYJWkSVjxx8y2pg,0,3,0
3.72,Ryan,133,user,ATlqgcQwb3XzvDnq3Lv-0A,27,24,92
3.96,Kyle,24,user,MAvkqp_gDtKYU1d981XnwA,10,6,30
4.05,Sean,43,user,POPVwe5sCm-SQZVkBo8S2w,2,4,18
3.15,Kathy,26,user,8D408fDn0twwIW6FZ42YWg,9,14,46
3.62,emi,37,user,c-nW0Acxj4mbX47XSpmJPg,6,12,27
3.83,amanny,18,user,qm5xGd3d47RfLWib0ryMAg,21,26,41
4.0,Laurie,3,user,6SLj8XiCdqeR_DHR2JmEdw,3,1,2
3.33,Chris,6,user,fl3mDJ62rLlKIdF39Lv8MQ,2,3,3
5.0,Stacy,1,user,btv7I8PxSgF4GQFIDq4rYA,1,0,2
3.86,Tara,14,user,NdytAQjOvVt1Ro8-Z99ngw,2,1,14
2.76,Robin,34,user,-nt-buRWQvDsbXuvhole0w,10,20,36
2.0,Courtney,1,user,VDay0jaCPqADA2PIYco0uw,0,0,3
3.65,Greg,412,user,pYsYs7eQ9SWqAaQS0xoRLA,4135,3807,4704
5.0,Jim,1,user,Dw8c5RaDIvbQ16eubug6rQ,0,2,1
4.81,Mindy,17,user,1u_jzMe9q3rHLUr8wb_GdA,3,1,2
5.0,Patty,3,user,UiEyQ_x2wNF6Ad8KFdoZ_A,1,0,1
3.64,Chris,22,user,_FbZ1gXZL349iiz5D8gz2Q,14,10,34
5.0,Joe,8,user,Ryy5lzNOevuI3aEc95768Q,2,3,4
3.78,Ryan,9,user,SnbTDuEJZ3bvarb2L0Ykrw,1,0,2
3.92,David,1033,user,P-lfV8cdAgEOZJkw2dJpsw,9884,6311,9219
3.67,Patrick,3,user,cCQberZUpkXgdGtCoqTvMg,0,0,3
3.65,Dennis,26,user,-hSy455NBx_lQ3SeQioq2Q,4,3,23
4.2,Stacy,5,user,vewaAGn2n53naTA1a2WP_A,1,0,12
5.0,Andrew,1,user,Z18eLwQq7SYPd02nPo7juA,1,0,2
3.4,Jack,6,user,xJmdrh4uEDAKf-2KjRArHg,1,1,1
3.64,Steven,139,user,uEG5uD9wMJixGWxaq34IEw,85,82,194
4.2,Brian,5,user,PESZTjx1dw1XFdZp972qbA,3,2,2
3.29,Mike,8,user,0PDyF0G9HNEkC4qT2cSQFA,1,1,5
4.0,Munaf,1,user,q6wboZhfNXd9dI57ct0XIw,0,0,0
4.62,Daina,8,user,f-_7wdkiXOc9TEfa4ZJEwA,0,0,1
4.0,Samantha,8,user,0w7AQaUnSQztBbt4JT9k5w,2,1,3
3.8,Leang,1314,user,jfXT_8J_EQnJVa4sJ3z6hg,770,431,1543
4.67,Donna,3,user,96Re6vNVUJcozL0FEzO-Nw,0,0,0
2.6,Rachel,6,user,TPxhtgj6BzpKBih2G5EHIQ,2,8,7
5.0,Kristen,2,user,iP2sk2ek0sDyWJIZyU4j2g,1,0,1
3.33,Amanda,18,user,d0KoBZ8tnsMzb2iG45vG-g,2,0,7
3.81,Jennifer,347,user,74BsmOZHUUdsvzYtGtlRiw,334,270,489
4.14,Kalia,7,user,ZjP38OJwq604QnBzDxVlSA,3,6,4
4.25,Walton,28,user,mYhWH6RExfM_EpMR_uUozQ,2,1,6
5.0,K,2,user,uyUfGVoOwQVtpBEhVCVcbw,0,1,1
3.88,C. Edward,26,user,8Uuwc4VaupFWvlGRwOZ31w,4,2,24
2.82,Rocky,17,user,VdL4eS8fAWCNInNtMvd-tw,0,0,2
4.8,Kari,5,user,jQcGFSO18cicLzCtjhvGBA,4,1,4
3.23,Maria,31,user,XoNSmEkutP_17dO7HLYc1Q,12,12,65
4.31,Roy,16,user,3QaC0Ljl2hWLdL_jzt6nJA,3,2,6
2.7,Brad,11,user,cRDmScDj6j_jPlyZn27bXA,0,2,4
4.67,David,3,user,dVXdgn9PKvSozekkyhi16Q,0,0,2
4.5,April,8,user,fCAuRQFkaN3UEebkfgpHUw,2,3,2
5.0,Shelton,4,user,I5AcIAujn4X0fzjq-CTLBg,1,1,2
5.0,jay,1,user,FGFYZUNgWcyBpWWH-1aauw,0,0,1
4.43,Johnathan,7,user,Bw9aoRUhoog-AtVnDBw_eA,1,1,4
2.0,Gidget,2,user,YCaqPOlG6CfKOSXUGAKicA,0,0,0
4.05,Jacqui,58,user,-txH2zJSBZQHO6RWvoWXuQ,267,155,243
4.83,Penelope,7,user,jmquyMQUHSuS8IQkv5PyYg,9,4,11
3.77,C,13,user,jyu9ThrwLGgVE1csLKR1Yw,5,1,8
3.0,Rob,5,user,6Oko6gNlXvknpF27R1FWOA,1,2,1
3.14,Dan,8,user,dDH8DGz2-PG558RHu5rWDQ,3,0,3
4.0,Penny,1,user,IwZkZmCpc2D7DslEogiBYg,0,0,1
4.0,Joe,1,user,1g-nGTPpg3_pjYbkgRI9jQ,0,0,0
3.9,Jane,50,user,x8n40c7W1MTWTTXsI2TxTw,30,22,56
3.91,Deb,357,user,tdNV2Wb0LrFpm1Yfov_Klw,2110,1511,2519
4.0,Chris,9,user,TouZvN0GpE8Ngm8_cWOK1w,3,5,6
3.0,Marlena,6,user,P1gw1GkB7Kye4LK52a9kXA,1,3,14
3.15,Gretchen,61,user,gQhHDBekmBHSKdQ2j5mmQg,9,7,23
2.67,Sveta,6,user,nWp3eeRsjv1ol3wCt3Ry7Q,0,0,5
3.2,Patrick,5,user,SZxqMdlFbidxrxjiCDzryQ,1,1,6
4.0,Mark,32,user,Fjs6c1PwzY1YbTcuAyubCQ,9,5,15
3.5,Jason,3,user,AVHseP2_PaUlCWhSsS7oKg,0,2,1
3.33,John,1790,user,t6u29OyVPTIDI-RUlmp-WA,5858,5167,6491
3.44,Kristin,9,user,5hOiRU4n02xNvxsfKKoznA,5,3,8
1.0,T,3,user,KwYxQgDFvM24DYXSVfEraA,0,0,2
4.1,Brittany,60,user,i4MKtZoii8WCSq518WvIkw,75,37,144
4.21,david,29,user,oeQjThrGQAQIHWN2qBeERw,10,7,29
3.82,Dan,106,user,mQba83gB018LlGt51r80ZQ,80,66,169
5.0,Kirsten,1,user,3qgnVSizS98l5yZXGOW_sg,2,1,1
5.0,Joell,1,user,qnMSU4fQFauVQGLCotjlww,0,0,0
3.44,A.,27,user,j2mGvnnXhp_fUxiNIoH6KQ,7,8,25
3.29,Paul,7,user,dPPa8QTRDT-6-LfRYQeIHQ,1,4,3
4.04,F,24,user,rUkjzVMimlyQ5n6iePQ5FQ,2,2,16
3.62,David,174,user,WYfVgKWdSHr8NoOEjnf8BA,30,18,86
1.0,Daniel,1,user,VW7x5Jo1Yi0c34-kOT63pQ,0,1,4
3.43,Dennis,23,user,gY-ne6NPsUzCdeWJonLhzQ,16,12,31
3.75,Tom,4,user,r8Jtn1IXRsZEddyYLdczDA,0,0,4
3.86,Mike,51,user,8AmFNpqDOvj5Yjfhxpysvw,1,1,18
3.26,Christopher,27,user,NwsZvz90aj-bUg5hjyJmWg,7,12,49
4.5,Dyl,2,user,r3tb0RdVAx0wiGWFLv0t8g,2,0,4
3.22,p,10,user,PKZvqm3IeWiWBYoDDoEG4w,0,0,5
4.0,Sarah,5,user,yvvtblpPi_QH41Jm6ari0w,16,18,49
3.2,alfred,20,user,HrJ2gJ-J-WuoUKTAz_02Aw,5,9,25
4.44,Penny,9,user,c4Frs03yozdJJ3uvuSAp3A,0,0,4
3.38,Patricia,16,user,FX7xoins2KhtC7y79BEU9g,0,1,5
5.0,Beverly,5,user,F28hTTLhM5sEtIc8k7KQVw,1,0,8
5.0,nancy,1,user,kak_OB_Bb3VFDSguCdHN3w,0,0,0
1.5,Jessica,2,user,lS6LniF_pemBHBzigzWBbg,0,0,3
3.0,Kyle,1,user,nxW7C0VHPYBkbuyDqBkG-g,1,1,4
5.0,Betsy,1,user,KMIRiJOWb6yQk_RQXyOijg,0,0,1
4.26,Allen,23,user,oUGmoziFCwNi2oUHB54SGg,5,4,26
1.0,Kimberly,1,user,3CiFPZtiIgzxwE3Oz8N9lA,0,0,1
2.43,Diane,7,user,4GzBe-7iyLaCFHfqbChXyw,0,3,3
4.0,Glenn,9,user,ebsr5Hg2hE99-iEzSRPdBg,18,6,25
