,label,p_neg,p_pos,p_neu
53,neg,0.698920509672,0.301079490328,0.11111111342
54,pos,0.428686700645,0.571313299355,0.134853519958
55,pos,0.354802288982,0.645197711018,0.127590298598
56,neutral,0.618763741746,0.381236258254,0.788711268539
57,neg,0.748927300788,0.251072699212,0.151006084011
58,neg,0.630106198607,0.369893801393,0.122357837077
59,pos,0.126832149755,0.873167850245,0.171373503458
60,neg,0.513435761179,0.486564238821,0.146392559031
61,neg,0.778435528683,0.221564471317,0.166434058569
62,neg,0.513939175211,0.486060824789,0.202107760227
63,pos,0.356656635573,0.643343364427,0.110582784069
64,neutral,0.86717475594,0.13282524406,0.556022677029
65,neg,0.722039937185,0.277960062815,0.154852546492
66,neutral,0.118890765555,0.881109234445,0.794253143448
67,pos,0.185072257423,0.814927742577,0.0474550453633
68,pos,0.0950934104089,0.904906589591,0.0416914125923
69,pos,0.493128232297,0.506871767703,0.313201931912
70,pos,0.415048827735,0.584951172265,0.154059997548
71,neg,0.718904623587,0.281095376413,0.136775769834
72,pos,0.361265224037,0.638734775963,0.0982656348912
73,pos,0.140389531685,0.859610468315,0.151567521033
74,pos,0.290745263461,0.709254736539,0.332630820723
75,pos,0.299486631836,0.700513368164,0.065432611152
76,pos,0.353755804744,0.646244195256,0.153511344035
77,neg,0.502632876115,0.497367123885,0.160672811382
78,pos,0.244114029853,0.755885970147,0.14120513148
79,neg,0.614410657965,0.385589342035,0.470374273149
80,pos,0.438345625793,0.561654374207,0.127620814793
81,pos,0.388376236633,0.611623763367,0.141114021566
82,pos,0.277824112902,0.722175887098,0.104237878725
83,pos,0.468366532216,0.531633467784,0.136174534806
84,neg,0.814927578465,0.185072421535,0.132801305741
85,pos,0.484326285223,0.515673714777,0.131427727441
86,pos,0.128539884289,0.871460115711,0.127157637118
87,neg,0.634125402017,0.365874597983,0.0950761073466
88,pos,0.360663770319,0.639336229681,0.0715085932768
89,neg,0.705557840575,0.294442159425,0.0661713805814
90,neutral,0.779091611969,0.220908388031,0.5004668169
91,neg,0.569529317439,0.430470682561,0.164969196987
92,pos,0.374448288855,0.625551711145,0.167346081122
93,neg,0.821438382743,0.178561617257,0.0934524241121
94,neg,0.553329214402,0.446670785598,0.126052056986
95,pos,0.322182861645,0.677817138355,0.22328472916
96,pos,0.44920091477,0.55079908523,0.137984661228
97,pos,0.435241432132,0.564758567868,0.0171328635116
98,neutral,0.340361683491,0.659638316509,0.747484151426
99,pos,0.442058667174,0.557941332826,0.451297752698
100,pos,0.0993975488061,0.900602451194,0.134713590225
101,pos,0.153345815116,0.846654184884,0.431932945702
102,pos,0.112350765665,0.887649234335,0.409241106316
103,pos,0.122838046324,0.877161953676,0.104962643298
104,pos,0.134737985345,0.865262014655,0.152341232318
105,neg,0.650213327914,0.349786672086,0.169317430469
106,pos,0.396201412044,0.603798587956,0.121192116769
107,neg,0.741751476716,0.258248523284,0.238501253621
108,neg,0.569842798407,0.430157201593,0.328381420635
109,neg,0.541099415104,0.458900584896,0.351145817604
110,neg,0.605001760965,0.394998239035,0.282280682289
111,neg,0.605794463412,0.394205536588,0.159387061967
112,neutral,0.461293875046,0.538706124954,0.58103561842
113,neg,0.691898165069,0.308101834931,0.176651762857
114,neutral,0.277038204752,0.722961795248,0.555146683849
115,neg,0.551393029662,0.448606970338,0.109889074509
116,neg,0.701420571175,0.298579428825,0.0991909845741
117,pos,0.469301004073,0.530698995927,0.133341931891
118,pos,0.458768612649,0.541231387351,0.122014534079
119,pos,0.470474932388,0.529525067612,0.114980537551
120,neg,0.734149557262,0.265850442738,0.156085713381
121,pos,0.386550357895,0.613449642105,0.0905759027659
122,neg,0.537056160768,0.462943839232,0.104793853954
123,neg,0.585137327267,0.414862672733,0.11313594901
124,pos,0.143288930712,0.856711069288,0.155003667045
125,pos,0.341951649479,0.658048350521,0.128272298895
126,neg,0.716777625392,0.283222374608,0.384277057793
127,pos,0.428295712633,0.571704287367,0.325071121982
128,neg,0.745068918238,0.254931081762,0.185182706428
129,neg,0.635889889424,0.364110110576,0.14427378603
130,neg,0.675809723498,0.324190276502,0.188834836738
131,neg,0.63112965865,0.36887034135,0.123297774649
132,pos,0.16919047532,0.83080952468,0.135517784352
133,pos,0.442011601927,0.557988398073,0.129888127082
134,pos,0.467054203036,0.532945796964,0.108416252047
135,neutral,0.25291600938,0.74708399062,0.528729813218
136,neg,0.708587159539,0.291412840461,0.33400561328
137,neg,0.773799317308,0.226200682692,0.177246661067
138,pos,0.368420000601,0.631579999399,0.22751403914
139,neg,0.627462212642,0.372537787358,0.199031510485
140,pos,0.400971328594,0.599028671406,0.090015531099
141,pos,0.287314495431,0.712685504569,0.089043031401
142,neutral,0.491822730532,0.508177269468,0.502724370445
143,neg,0.76721232471,0.23278767529,0.0854589326167
144,pos,0.438959251423,0.561040748577,0.119070422275
145,pos,0.244550605008,0.755449394992,0.419860482288
146,neg,0.502731969342,0.497268030658,0.41177363116
147,neg,0.803194227308,0.196805772692,0.171682955449
148,neg,0.789044567253,0.210955432747,0.164480830293
149,neg,0.757527354773,0.242472645227,0.077503512262
150,neg,0.581000745408,0.418999254592,0.150861535976
151,pos,0.481459055405,0.518540944595,0.128912032764
152,pos,0.396767047718,0.603232952282,0.184049015265
153,neg,0.743895317473,0.256104682527,0.2101742127
154,pos,0.13053266933,0.86946733067,0.166179952357
155,pos,0.207961248264,0.792038751736,0.182366068639
156,neg,0.572368661463,0.427631338537,0.160586503729
157,pos,0.152157785636,0.847842214364,0.0944533870775
158,pos,0.467481823598,0.532518176402,0.143155770169
159,neg,0.759016889376,0.240983110624,0.0753048752279
160,neg,0.687443520032,0.312556479968,0.128571776713
161,pos,0.393521962529,0.606478037471,0.117238137171
162,neg,0.696014500322,0.303985499678,0.186118602939
163,neg,0.744148109095,0.255851890905,0.198639760868
164,neg,0.680948870287,0.319051129713,0.128682967815
165,neutral,0.559175333487,0.440824666513,0.706792152204
166,pos,0.106185619791,0.893814380209,0.438420018736
167,pos,0.459611361857,0.540388638143,0.159128860265
168,pos,0.330323020526,0.669676979474,0.0818209551319
169,pos,0.395928636467,0.604071363533,0.139112559309
170,neutral,0.814906756355,0.185093243645,0.711020007877
171,neg,0.512453246313,0.487546753687,0.265450488453
172,neg,0.740001481489,0.259998518511,0.34321371433
173,pos,0.255587409115,0.744412590885,0.179418944208
174,pos,0.468072543182,0.531927456818,0.183493565165
175,pos,0.292689608776,0.707310391224,0.168707996181
176,neutral,0.157239090517,0.842760909483,0.717858336493
177,pos,0.494316105184,0.505683894816,0.117079493193
178,pos,0.357098819688,0.642901180312,0.123016276228
179,pos,0.451069394923,0.548930605077,0.152788235234
180,neg,0.793058149204,0.206941850796,0.176786232338
181,neutral,0.569676428624,0.430323571376,0.66444495987
182,pos,0.300183211934,0.699816788066,0.0782533404442
183,pos,0.0738659528067,0.926134047193,0.117881758309
184,neutral,0.365644078814,0.634355921186,0.693453173911
185,pos,0.0993433680103,0.90065663199,0.0652190814584
186,neg,0.736479422509,0.263520577491,0.10018630226
187,neutral,0.29888269558,0.70111730442,0.808129615406
188,pos,0.419998772252,0.580001227748,0.0954224293129
189,pos,0.237821942495,0.762178057505,0.292143644207
190,neg,0.735859042351,0.264140957649,0.12426044242
191,pos,0.410467295157,0.589532704843,0.236058182214
192,pos,0.381273198539,0.618726801461,0.275745629496
193,pos,0.153854123211,0.846145876789,0.124397471564
194,neg,0.572033435697,0.427966564303,0.13091270544
195,neutral,0.13747731169,0.86252268831,0.667735738423
196,neg,0.851853396699,0.148146603301,0.151246270564
197,pos,0.362487233867,0.637512766133,0.171784972106
198,neutral,0.670155693383,0.329844306617,0.744312125978
199,neg,0.71726974653,0.28273025347,0.136092178465
200,pos,0.375103996116,0.624896003884,0.0837082762088
201,neutral,0.366577613531,0.633422386469,0.67329088512
202,neg,0.613699277042,0.386300722958,0.134170026148
203,neg,0.748098641278,0.251901358722,0.126973326106
204,pos,0.389216594372,0.610783405628,0.125779883242
205,pos,0.457314225513,0.542685774487,0.207338468649
206,pos,0.451464763392,0.548535236608,0.113734022374
207,neg,0.556677170327,0.443322829673,0.403960428329
208,neg,0.782677029548,0.217322970452,0.189095234442
209,pos,0.390505136049,0.609494863951,0.306823719271
210,neg,0.654376276677,0.345623723323,0.0363021432645
211,neg,0.801335889038,0.198664110962,0.0940587377898
212,neg,0.851963019506,0.148036980494,0.0766304075372
213,neg,0.557489357988,0.442510642012,0.421719494822
214,pos,0.303610550114,0.696389449886,0.104756421761
215,pos,0.155207207497,0.844792792503,0.199798808724
216,pos,0.376678100804,0.623321899196,0.100280119299
217,neutral,0.432125037429,0.567874962571,0.712305919996
218,neg,0.770066134549,0.229933865451,0.159959876222
219,pos,0.192658145986,0.807341854014,0.0347672553356
220,pos,0.477971643025,0.522028356975,0.137881381049
221,pos,0.380004928258,0.619995071742,0.116073316885
222,neutral,0.42059051075,0.57940948925,0.611501647505
223,neg,0.649373408673,0.350626591327,0.11289318545
224,pos,0.113743366945,0.886256633055,0.130679257574
225,neg,0.667649055118,0.332350944882,0.117503872249
226,neutral,0.746411722907,0.253588277093,0.510635181759
227,pos,0.29397785347,0.70602214653,0.128750892766
228,neg,0.533133377643,0.466866622357,0.186227718657
229,pos,0.267803125235,0.732196874765,0.180976409884
230,neg,0.567306003666,0.432693996334,0.125356726669
231,neg,0.687268440433,0.312731559567,0.147727413303
232,neg,0.614736552142,0.385263447858,0.185700493354
233,neg,0.65855379982,0.34144620018,0.122290888055
234,neg,0.82003883035,0.17996116965,0.487574703169
235,neg,0.832601082032,0.167398917968,0.152310108443
236,pos,0.406617430534,0.593382569466,0.146024962959
237,neg,0.791913224203,0.208086775797,0.19632134426
238,neutral,0.196674332495,0.803325667505,0.737750874711
239,neutral,0.897471692734,0.102528307266,0.777303770216
240,neg,0.507896153692,0.492103846308,0.331163565908
241,neg,0.778347991598,0.221652008402,0.186354473165
242,neg,0.771564596633,0.228435403367,0.255203699771
243,neg,0.670495894855,0.329504105145,0.348042613811
244,pos,0.389645750171,0.610354249829,0.17376417517
245,pos,0.0731006920516,0.926899307948,0.0635661789271
246,pos,0.487132022752,0.512867977248,0.159009232277
247,pos,0.451196104584,0.548803895416,0.262407630842
248,pos,0.418046243937,0.581953756063,0.125500119442
249,pos,0.347247687649,0.652752312351,0.181017487323
250,pos,0.133874804724,0.866125195276,0.152304646772
251,neg,0.651656204008,0.348343795992,0.121777201352
252,neutral,0.683154297935,0.316845702065,0.66982760245
253,pos,0.271325501846,0.728674498154,0.363514724992
254,pos,0.157330931818,0.842669068182,0.471853380718
255,pos,0.373042644351,0.626957355649,0.142813511175
256,pos,0.368924834393,0.631075165607,0.399898401978
257,pos,0.396481766831,0.603518233169,0.155138482642
258,pos,0.163493171786,0.836506828214,0.196943101063
259,neg,0.755366025443,0.244633974557,0.168852681079
260,pos,0.341528919976,0.658471080024,0.0511577431413
261,neutral,0.77260957708,0.22739042292,0.564306085471
262,neg,0.8112815945,0.1887184055,0.145256077288
263,pos,0.142374852941,0.857625147059,0.0781825856403
264,neutral,0.307560235453,0.692439764547,0.810528040347
265,pos,0.393897116634,0.606102883366,0.393435240375
266,pos,0.235531547795,0.764468452205,0.414019225412
267,pos,0.486119599348,0.513880400652,0.222030321798
268,neg,0.698355498038,0.301644501962,0.205634993708
269,neutral,0.201851938507,0.798148061493,0.719463495391
270,pos,0.171259581996,0.828740418004,0.0957414927088
271,neg,0.814353825326,0.185646174674,0.314363957466
272,pos,0.104596219014,0.895403780986,0.283329745508
273,neg,0.518974883169,0.481025116831,0.082151208785
274,pos,0.313460276702,0.686539723298,0.117767198079
275,neg,0.5915163475,0.4084836525,0.175913006475
276,neutral,0.23238408745,0.76761591255,0.773935545605
277,neutral,0.173903207529,0.826096792471,0.748186151233
278,pos,0.254075020672,0.745924979328,0.180754850327
279,pos,0.255852209528,0.744147790472,0.10995060319
280,neg,0.754405739172,0.245594260828,0.178386262121
281,neg,0.60160784207,0.39839215793,0.168114529818
282,pos,0.321356984773,0.678643015227,0.149795438533
283,neg,0.81215717908,0.18784282092,0.128549399989
284,pos,0.342813697624,0.657186302376,0.298968283246
285,pos,0.427704714134,0.572295285866,0.0912718437782
286,neg,0.645165997722,0.354834002278,0.154758965009
287,neg,0.84670650292,0.15329349708,0.10429136883
288,neg,0.766613709864,0.233386290136,0.148018418382
289,neg,0.739261393554,0.260738606446,0.114094726133
290,neg,0.523451382253,0.476548617747,0.202379627965
291,neg,0.592349874475,0.407650125525,0.171450620287
292,neg,0.732334553179,0.267665446821,0.075186106592
293,pos,0.104950911391,0.895049088609,0.0735117122073
294,pos,0.279213093392,0.720786906608,0.135442863273
295,neg,0.573556955616,0.426443044384,0.102194537767
296,pos,0.484872945789,0.515127054211,0.140439843196
297,neg,0.638288065154,0.361711934846,0.180919660602
298,pos,0.207352878213,0.792647121787,0.174000608854
299,neg,0.806507895671,0.193492104329,0.0663596775106
300,neg,0.617663312534,0.382336687466,0.479379632811
301,neg,0.60202904927,0.39797095073,0.11511487931
302,neutral,0.511447870725,0.488552129275,0.627713156909
303,pos,0.200561165657,0.799438834343,0.0801242886073
304,neg,0.559261195582,0.440738804418,0.158129962378
305,pos,0.295566066651,0.704433933349,0.130119337691
306,neg,0.567110116718,0.432889883282,0.0727645179153
307,pos,0.432555017745,0.567444982255,0.16348311465
308,neg,0.747901256489,0.252098743511,0.449766815367
309,neg,0.686649855276,0.313350144724,0.107671971816
310,pos,0.235158303742,0.764841696258,0.149217784437
311,pos,0.39477772531,0.60522227469,0.444398979351
312,pos,0.258282135914,0.741717864086,0.122818018976
313,neg,0.51822722857,0.48177277143,0.0761180928807
314,neg,0.862276318298,0.137723681702,0.22927753715
315,pos,0.20115784951,0.79884215049,0.0237225398965
316,pos,0.210028960435,0.789971039565,0.092287295679
317,neg,0.680343756205,0.319656243795,0.117354882546
318,pos,0.226500014194,0.773499985806,0.000286944372403
319,pos,0.234760515806,0.765239484194,0.101606419568
320,pos,0.416022309997,0.583977690003,0.0863355360339
321,neg,0.793655011001,0.206344988999,0.15790483567
322,pos,0.469055862421,0.530944137579,0.138633997527
323,pos,0.462709312176,0.537290687824,0.137469893231
324,pos,0.443550250099,0.556449749901,0.166657228048
325,pos,0.498065606019,0.501934393981,0.102264771781
326,neutral,0.715994098539,0.284005901461,0.508027803207
327,pos,0.412729269265,0.587270730735,0.0577778290157
328,neg,0.723938032874,0.276061967126,0.227286449103
329,neg,0.523998594032,0.476001405968,0.264788022085
330,neg,0.72133701689,0.27866298311,0.237559465213
331,pos,0.339954961533,0.660045038467,0.0865132686748
332,neg,0.886432309347,0.113567690653,0.35727697902
333,pos,0.35209862343,0.64790137657,0.0483589370281
334,pos,0.117951295196,0.882048704804,0.198253353351
335,pos,0.298264255481,0.701735744519,0.142499716132
336,pos,0.387895075712,0.612104924288,0.239621756285
337,neg,0.770801948271,0.229198051729,0.349321986118
338,neg,0.832291431836,0.167708568164,0.0884813396193
339,pos,0.133600312611,0.866399687389,0.0981416198295
340,neutral,0.757999994597,0.242000005403,0.661651597338
341,pos,0.2720299284,0.7279700716,0.131610296569
342,neg,0.781379529724,0.218620470276,0.0782078250595
343,neg,0.66670425261,0.33329574739,0.0843182850485
344,pos,0.231139905174,0.768860094826,0.0443223739174
345,pos,0.420547541824,0.579452458176,0.113911673148
346,pos,0.222292669481,0.777707330519,0.0757995840892
347,pos,0.286259559678,0.713740440322,0.301953876835
348,neutral,0.857647356537,0.142352643463,0.874212442923
349,pos,0.336616127969,0.663383872031,0.109103149083
350,neutral,0.770615535144,0.229384464856,0.748993987022
351,neg,0.637826457067,0.362173542933,0.127346115706
352,pos,0.07171501876,0.92828498124,0.151266786863
353,pos,0.284182382096,0.715817617904,0.479594085131
354,neg,0.533871341785,0.466128658215,0.342090386996
355,neutral,0.364558052504,0.635441947496,0.513256038173
356,neg,0.623804085725,0.376195914275,0.196354722187
357,neg,0.769912302667,0.230087697333,0.405596678031
358,neg,0.504238861102,0.495761138898,0.174621771308
359,neg,0.502618912312,0.497381087688,0.101374780398
360,pos,0.188248613916,0.811751386084,0.28497907667
361,neutral,0.0765450421106,0.923454957889,0.769130654237
362,neutral,0.816246242167,0.183753757833,0.809897178513
363,neg,0.53180085968,0.46819914032,0.047225176018
364,neg,0.853712567306,0.146287432694,0.426219204479
365,pos,0.220399121393,0.779600878607,0.1346638441
366,pos,0.36726311777,0.63273688223,0.141042444624
367,pos,0.416953819669,0.583046180331,0.142953316661
368,pos,0.247656133991,0.752343866009,0.117691158298
369,pos,0.206098234541,0.793901765459,0.0533705252311
370,pos,0.407073682865,0.592926317135,0.25094328233
371,pos,0.382485963523,0.617514036477,0.114359515575
372,pos,0.407760592722,0.592239407278,0.230212079203
373,neg,0.862268912852,0.137731087148,0.12646777585
374,neutral,0.653509945121,0.346490054879,0.573633393458
375,neg,0.594566859702,0.405433140298,0.136166939677
376,pos,0.265924705775,0.734075294225,0.134117935503
377,pos,0.17400028642,0.82599971358,0.0969159123317
378,pos,0.260028633204,0.739971366796,0.221585475264
379,pos,0.266532004734,0.733467995266,0.338132429099
380,pos,0.263712890913,0.736287109087,0.167686802418
381,neutral,0.77451252887,0.22548747113,0.660760366778
382,pos,0.25676484831,0.74323515169,0.13952834597
383,pos,0.358958866846,0.641041133154,0.130158114927
384,neg,0.549700141566,0.450299858434,0.335268924841
385,pos,0.269196555529,0.730803444471,0.082763897813
386,neg,0.575594324074,0.424405675926,0.0183583109245
387,neg,0.567724290336,0.432275709664,0.211955068744
388,neg,0.603318157597,0.396681842403,0.0551383812634
389,neg,0.82698647055,0.17301352945,0.0366357290529
390,neutral,0.813599932116,0.186400067884,0.705050891983
391,neg,0.725436539652,0.274563460348,0.129838749477
392,neg,0.520696386974,0.479303613026,0.4184132082
393,neg,0.524819611769,0.475180388231,0.0703433375322
394,neg,0.857847076348,0.142152923652,0.172466861828
395,neg,0.930606204445,0.0693937955554,0.0202613082097
396,neg,0.63916161865,0.36083838135,0.205190877613
397,neg,0.809270489746,0.190729510254,0.133473315649
398,pos,0.400474770386,0.599525229614,0.106125073118
399,pos,0.343253716337,0.656746283663,0.198468504907
400,neutral,0.289323139578,0.710676860422,0.714439254643
401,neutral,0.167444139392,0.832555860608,0.828475185178
402,neg,0.66950933848,0.33049066152,0.139320827907
403,neg,0.513116777502,0.486883222498,0.107069719858
404,neg,0.566900267823,0.433099732177,0.178339644777
405,neutral,0.766498986064,0.233501013936,0.733714316993
406,neg,0.855374659902,0.144625340098,0.437590271902
407,neg,0.849081329953,0.150918670047,0.190121359485
408,neg,0.59074507066,0.40925492934,0.287172913264
409,pos,0.128823645574,0.871176354426,0.0645278313206
410,neg,0.734252281325,0.265747718675,0.0859754123357
411,neg,0.736434927866,0.263565072134,0.12692169941
412,pos,0.266816840289,0.733183159711,0.0884979021068
413,neg,0.511381662332,0.488618337668,0.1441406415
414,neg,0.780670349391,0.219329650609,0.106487849908
415,pos,0.0890530879218,0.910946912078,0.0539233755238
416,pos,0.265877057872,0.734122942128,0.0535790409518
417,neutral,0.559420703625,0.440579296375,0.776060808691
418,neg,0.764606068789,0.235393931211,0.119146714776
419,pos,0.301213848052,0.698786151948,0.173385257492
420,neutral,0.271227867771,0.728772132229,0.831544967771
421,pos,0.259537264016,0.740462735984,0.263648539169
422,pos,0.437890308361,0.562109691639,0.102597123987
423,neg,0.683491999151,0.316508000849,0.170043228475
424,pos,0.309100117967,0.690899882033,0.211220251725
425,neg,0.590430864434,0.409569135566,0.0801121267804
426,neg,0.845451455909,0.154548544091,0.165887625019
427,pos,0.358271439673,0.641728560327,0.124149085943
428,pos,0.424692848795,0.575307151205,0.185391539869
429,neg,0.698711571872,0.301288428128,0.267600427022
430,neutral,0.489804693374,0.510195306626,0.801343286433
431,neg,0.503304246764,0.496695753236,0.324969404003
432,pos,0.361737407769,0.638262592231,0.144825367072
433,pos,0.456589889837,0.543410110163,0.175254416055
434,neutral,0.703329452233,0.296670547767,0.523014621979
435,pos,0.460970292106,0.539029707894,0.190656380284
436,neg,0.721473609121,0.278526390879,0.139761190981
437,neg,0.650672311654,0.349327688346,0.144199750697
438,pos,0.475510124541,0.524489875459,0.238749362139
439,neg,0.711170883369,0.288829116631,0.292271552457
440,pos,0.239721233675,0.760278766325,0.0941501515967
441,pos,0.367983243819,0.632016756181,0.145828622759
442,neg,0.638281662144,0.361718337856,0.267691799679
443,pos,0.436612316619,0.563387683381,0.0697078104462
444,neg,0.539010608771,0.460989391229,0.140395077367
445,pos,0.0985377907456,0.901462209254,0.0856324187549
446,pos,0.294439077964,0.705560922036,0.0813775858042
447,pos,0.465950022026,0.534049977974,0.140689200002
448,neg,0.547953408543,0.452046591457,0.1246196691
449,neg,0.607139321031,0.392860678969,0.157407485828
450,neg,0.578692318557,0.421307681443,0.247167061307
451,neg,0.646532915936,0.353467084064,0.0966635307796
452,neg,0.549004482949,0.450995517051,0.0887006364321
453,pos,0.37660347503,0.62339652497,0.137406202513
454,neg,0.590652483644,0.409347516356,0.143817317681
455,pos,0.301913936095,0.698086063905,0.131257364831
456,pos,0.341290083901,0.658709916099,0.07810321318
457,neg,0.754308134088,0.245691865912,0.245576868261
458,neg,0.684378112748,0.315621887252,0.124103283456
459,neg,0.705649317924,0.294350682076,0.342190986818
460,neg,0.745205476204,0.254794523796,0.193161486021
461,pos,0.235216268462,0.764783731538,0.466913740992
462,pos,0.295285180964,0.704714819036,0.225704707456
463,pos,0.424847885121,0.575152114879,0.144162162567
464,neutral,0.128519162959,0.871480837041,0.566623776979
465,neg,0.515353233069,0.484646766931,0.143167492702
466,neutral,0.335788666395,0.664211333605,0.578566490653
467,neg,0.737449034797,0.262550965203,0.11992029584
468,neutral,0.831039478725,0.168960521275,0.767807516747
469,neg,0.570085557244,0.429914442756,0.430617105583
470,pos,0.291550257121,0.708449742879,0.1708101565
471,pos,0.447476242826,0.552523757174,0.0971472714853
472,neg,0.879443103016,0.120556896984,0.0166867914051
473,neg,0.729185187206,0.270814812794,0.0355765594677
474,pos,0.40816864733,0.59183135267,0.409959087748
475,pos,0.425404031775,0.574595968225,0.370734308272
476,pos,0.318707373161,0.681292626839,0.455336885778
477,pos,0.408197744167,0.591802255833,0.388712401776
478,pos,0.377402737897,0.622597262103,0.140091300802
479,pos,0.157680259382,0.842319740618,0.0568818217293
480,neg,0.715280237307,0.284719762693,0.120236003158
481,pos,0.156404521998,0.843595478002,0.323425093032
482,neg,0.853050937482,0.146949062518,0.0859633826913
483,neg,0.807723332563,0.192276667437,0.158025240366
484,pos,0.320494919372,0.679505080628,0.0663693483243
485,neg,0.612337962344,0.387662037656,0.134768257434
486,pos,0.193424311682,0.806575688318,0.130080749949
487,neg,0.781127562408,0.218872437592,0.330588394053
488,neg,0.894353226776,0.105646773224,0.113592073661
489,neg,0.666319871823,0.333680128177,0.142122843987
490,pos,0.248478081577,0.751521918423,0.0766652648951
491,pos,0.166069913751,0.833930086249,0.0622513623693
492,neutral,0.348685055769,0.651314944231,0.777275802668
493,pos,0.492218140592,0.507781859408,0.158731435119
494,neg,0.822359446667,0.177640553333,0.0798750614447
495,pos,0.291647676031,0.708352323969,0.269529603198
496,pos,0.461681169179,0.538318830821,0.166104580705
497,pos,0.250077354008,0.749922645992,0.299635130005
498,neg,0.504045484346,0.495954515654,0.131425960838
499,pos,0.27800605483,0.72199394517,0.138472204692
500,neg,0.53391109178,0.46608890822,0.392941646673
501,neg,0.611608178416,0.388391821584,0.0544013265406
502,pos,0.287388776114,0.712611223886,0.124691869111
503,pos,0.386040800376,0.613959199624,0.398967630195
504,pos,0.0802184384064,0.919781561594,0.0771055337624
505,pos,0.476317810426,0.523682189574,0.125372751169
506,pos,0.469125135033,0.530874864967,0.0725510089437
507,neg,0.785358304302,0.214641695698,0.132650513752
508,neutral,0.835675194212,0.164324805788,0.724451858683
509,neg,0.506229508901,0.493770491099,0.145469942719
510,neg,0.506415435611,0.493584564389,0.12101736955
511,pos,0.227587942437,0.772412057563,0.113683371284
512,pos,0.312012409071,0.687987590929,0.101200615628
513,pos,0.399268845154,0.600731154846,0.157255338485
514,neg,0.620130565102,0.379869434898,0.178967298659
515,neutral,0.32117614888,0.67882385112,0.631132984154
516,pos,0.338217495719,0.661782504281,0.190590015441
517,pos,0.447664168136,0.552335831864,0.343958175607
518,pos,0.320407504182,0.679592495818,0.159228502942
519,pos,0.405076633327,0.594923366673,0.400708481782
520,neutral,0.459742361483,0.540257638517,0.841929513118
521,pos,0.251917999428,0.748082000572,0.135456449246
522,pos,0.297019325513,0.702980674487,0.0885326344724
523,pos,0.269971668924,0.730028331076,0.0716084484364
524,neutral,0.860654484103,0.139345515897,0.669219442939
525,neg,0.568510927655,0.431489072345,0.110543430362
526,neg,0.522377611352,0.477622388648,0.129073957515
527,neg,0.573288080297,0.426711919703,0.193616700187
528,neg,0.562587241128,0.437412758872,0.177812580278
529,neg,0.544143557038,0.455856442962,0.128651744068
530,pos,0.368603803256,0.631396196744,0.420049200579
